team: , id: .zVEDE, name: , wiki: artifact
, team: keen gaming, id: White Stone, name: , wiki: artifact
, team: newbee, id: MieGod, name: Shen Yang, wiki: artifact
, team: noname esports, id: Tigracle, name: u0422u0438u0433u0440u0430u043d u0410u043bu0435u043au0441u0430u043du044fu043d, wiki: artifact
, team: panda global, id: HotMEOWTH, name: Edwin Cook, wiki: artifact
, team: pittsburgh knights, id: GameKing, name: Raffael Iciren, wiki: artifact
, team: sk telecom t1, id: Hoej, name: Frederik Hu00f8j Nielsen, wiki: artifact
, team: team aretuza, id: lordgort, name: John Dale Beety, wiki: artifact
, team: team liquid, id: Hyped, name: George Maganzini, wiki: artifact
, team: team


, id: Alix Branwyn, name: , wiki: artifact
, team: team


, id: Chaks, name: Shirag Maharaj, wiki: artifact
, team: team


, id: Daarken, name: Michael Lim, wiki: artifact
, team: team


, id: David Palumbo, name: , wiki: artifact
, team: team


, id: Dib, name: Dylan Brown, wiki: artifact
, team: team


, id: Forrest Imel, name: , wiki: artifact
, team: team


, id: James Paick, name: , wiki: artifact
, team: team


, id: Jana Schirmer, name: , wiki: artifact
, team: team


, id: Kieran Yanner, name: , wiki: artifact
, team: team


, id: Lars Grant-West, name: , wiki: artifact
, team: team


, id: Lius Lasahido, name: , wiki: artifact
, team: team


, id: Nobeo, name: Duong Tran Anh, wiki: artifact
, team: team


, id: T, name: , wiki: artifact
, team: team


, id: Vargasni, name: Randy Vargas, wiki: artifact
, team: team


, id: m4tr, name: Egor Matryonicheu, wiki: artifact

