team: , id: A1GA, name: Frantiu0161ek Kotau010dka, wiki: rainbowsix
, team: , id: Benji, name: Benjamin Butler, wiki: rainbowsix
, team: , id: BennyAu, name: Benjamin Au, wiki: rainbowsix
, team: , id: Bigboss, name: u7562u683cu6ce2u65af, wiki: rainbowsix
, team: , id: Billboard, name: Eric Gorski, wiki: rainbowsix
, team: , id: Bits, name: Andrezza Fontenele, wiki: rainbowsix
, team: , id: BlackJack, name: Anuresh Chakraborty, wiki: rainbowsix
, team: , id: BlackWolf, name: Gonzalo Ceridono, wiki: rainbowsix
, team: , id: BloodBath, name: Sean Rosenbaum, wiki: rainbowsix
, team: , id: Bluepanda, name: Billy Brereton, wiki: rainbowsix
, team: , id: BmH, name: Bruno Miranda, wiki: rainbowsix
, team: , id: Bosak, name: Keiven Leboeuf, wiki: rainbowsix
, team: , id: Bounssi, name: Jouni Salo, wiki: rainbowsix
, team: , id: Braun, name: Egor Braun, wiki: rainbowsix
, team: , id: Brimstone, name: James Flynn, wiki: rainbowsix
, team: , id: Bryan, name: Bryan Agema, wiki: rainbowsix
, team: , id: Brycer, name: Bryce Hauver-Reeves, wiki: rainbowsix
, team: , id: Bugs, name: Declan McWilliams, wiki: rainbowsix
, team: , id: Bundie, name: , wiki: rainbowsix
, team: , id: C0LDBRO, name: Chanhyung Son, wiki: rainbowsix
, team: , id: CAN4D3, name: , wiki: rainbowsix
, team: , id: CTkz-Sama, name: Burapa Tainsakuldej, wiki: rainbowsix
, team: , id: CaliberJacob, name: Jacob Anderson, wiki: rainbowsix
, team: , id: CaptainFluke, name: Emi Donaldson, wiki: rainbowsix
, team: , id: Centus, name: Antoni Lagemann, wiki: rainbowsix
, team: , id: ChangTong, name: , wiki: rainbowsix
, team: , id: Chanzo, name: Wonkyun Jeon, wiki: rainbowsix
, team: , id: Chatsarun, name: Pankon Piamjan, wiki: rainbowsix
, team: , id: CheckmATE, name: Pongtanuth Taipakpongsakun, wiki: rainbowsix
, team: , id: ChiNook, name: Jody Carraro, wiki: rainbowsix
, team: , id: Chris, name: , wiki: rainbowsix
, team: , id: ChrislareN, name: Patsada Chinphanich, wiki: rainbowsix
, team: , id: Chunks, name: Liam Desposito, wiki: rainbowsix
, team: , id: Cinnacup, name: Claudio Vigouroux, wiki: rainbowsix
, team: , id: Com, name: Itsuki Yamada, wiki: rainbowsix
, team: , id: CookieZ, name: C.J. Brooks, wiki: rainbowsix
, team: , id: Couto, name: Luann Andrade, wiki: rainbowsix
, team: , id: Craxan, name: Rik Kerkhoven, wiki: rainbowsix
, team: , id: CrazyPapiyoN, name: Yasuhi Nakajo, wiki: rainbowsix
, team: , id: Crow, name: Harrison Broder, wiki: rainbowsix
, team: , id: Cthulhu, name: Konstantin Nuridzhanyan, wiki: rainbowsix
, team: , id: CuCu, name: Andre Clapperton, wiki: rainbowsix
, team: , id: Cursedwings, name: Blake Wheeler, wiki: rainbowsix
, team: , id: Cyan, name: Shi-Hong Zheng, wiki: rainbowsix
, team: , id: D1OGO1, name: Diogo Vieira, wiki: rainbowsix
, team: , id: D4rK1, name: Izan Romero, wiki: rainbowsix
, team: , id: DK, name: Danny Kim, wiki: rainbowsix
, team: , id: Darkside, name: Vinayak Goswami, wiki: rainbowsix
, team: , id: Darkwin, name: Alexis Pujol, wiki: rainbowsix
, team: , id: Dashboard, name: , wiki: rainbowsix
, team: , id: Dats, name: Max McLachlan, wiki: rainbowsix
, team: , id: DavE, name: Dave Heitmann, wiki: rainbowsix
, team: , id: Deep, name: Norbert u015awiu0105tek, wiki: rainbowsix
, team: , id: Dejavu, name: Ponprom Saeoueng, wiki: rainbowsix
, team: , id: Demo, name: Harry Dempster, wiki: rainbowsix
, team: , id: Demoniak, name: Corentin Coelho, wiki: rainbowsix
, team: , id: Demonweasel, name: Diego Quiu00f1u00f3nez, wiki: rainbowsix
, team: , id: Denio, name: Denis Janiak, wiki: rainbowsix
, team: , id: Der Fox, name: Markus Schwenn, wiki: rainbowsix
, team: , id: Derius, name: Dariusz Sokou0142owski, wiki: rainbowsix
, team: , id: Detrian, name: , wiki: rainbowsix
, team: , id: Devmarta, name: James Stewart, wiki: rainbowsix
, team: , id: Devpetm, name: Devin Petmecky, wiki: rainbowsix
, team: , id: Dezachu, name: Derry Holt, wiki: rainbowsix
, team: , id: Dfult, name: Marcus, wiki: rainbowsix
, team: , id: DineroJD, name: Ju00e9ru00e9my Devaux, wiki: rainbowsix
, team: , id: Dirza, name: Dylan Brigitte, wiki: rainbowsix
, team: , id: DoDo, name: Vitor Cristini, wiki: rainbowsix
, team: , id: DocKy, name: Brayam Vieira, wiki: rainbowsix
, team: , id: DocYen, name: Thorben Henger, wiki: rainbowsix
, team: , id: Dogeun Kim, name: Dogeun Kim, wiki: rainbowsix
, team: , id: Doggon, name: Eitan Basch, wiki: rainbowsix
, team: , id: Dommy, name: Dominic Gierman, wiki: rainbowsix
, team: , id: Doodle, name: Coal Phillips, wiki: rainbowsix
, team: , id: Dooxy, name: Thainu00e1 Machado, wiki: rainbowsix
, team: , id: Dr Dang, name: Kanav Dang, wiki: rainbowsix
, team: , id: Drake, name: Drake, wiki: rainbowsix
, team: , id: Drip, name: Adam Kolodkin, wiki: rainbowsix
, team: , id: Dryx, name: Marcos Vinu00edcios, wiki: rainbowsix
, team: , id: DuckYzZ, name: , wiki: rainbowsix
, team: , id: Duda, name: Maria Eduarda Avella, wiki: rainbowsix
, team: , id: ELCbis, name: , wiki: rainbowsix
, team: , id: EX7, name: Nitin Tom, wiki: rainbowsix
, team: , id: EarlyBird, name: Christoph Earle, wiki: rainbowsix
, team: , id: Eastwood, name: Tijme Dekker, wiki: rainbowsix
, team: , id: Edward Crush, name: Eduardo Jimenez, wiki: rainbowsix
, team: , id: Eight, name: Eito Shintaku, wiki: rainbowsix
, team: , id: Eizen, name: Soham Roy Chowdhury, wiki: rainbowsix
, team: , id: El barto, name: Ivu00e1n Iturra, wiki: rainbowsix
, team: , id: Elfishguy, name: Jordan Mays, wiki: rainbowsix
, team: , id: Emotion, name: , wiki: rainbowsix
, team: , id: England, name: Terrell Lee, wiki: rainbowsix
, team: , id: Enigma, name: , wiki: rainbowsix
, team: , id: EquinoX, name: , wiki: rainbowsix
, team: , id: Erakore, name: Jordan Eychenne, wiki: rainbowsix
, team: , id: Etrurian, name: Filippo Burresi, wiki: rainbowsix
, team: , id: Euphoria, name: Brandon Sathongnhot, wiki: rainbowsix
, team: , id: Evou, name: Dyaz Caesar, wiki: rainbowsix
, team: , id: Fabien, name: Fabien Bacquet, wiki: rainbowsix
, team: , id: Fabs, name: Fabiu00e1n Cierco, wiki: rainbowsix
, team: , id: Factor, name: Abdullah Rihan, wiki: rainbowsix
, team: , id: FahON, name: Minhong Min, wiki: rainbowsix
, team: , id: Falko, name: Vincent Baucino, wiki: rainbowsix
, team: , id: FasterTL, name: Georgij Gagiev, wiki: rainbowsix
, team: , id: Feedmachine, name: Ciaran Williams, wiki: rainbowsix
, team: , id: Fellow, name: Jonathan Szuch, wiki: rainbowsix
, team: , id: Fermay, name: Peter Nightingales, wiki: rainbowsix
, team: , id: Fidd, name: , wiki: rainbowsix
, team: , id: FightiR, name: Adam Vallejo, wiki: rainbowsix
, team: , id: Fio', name: Fiorenzo Elba, wiki: rainbowsix
, team: , id: Fish, name: Yu-Shuan Liu, wiki: rainbowsix
, team: , id: Flanked, name: Danny Zarb, wiki: rainbowsix
, team: , id: Fletch, name: Fletcher Hickling, wiki: rainbowsix
, team: , id: FlippySB, name: Sergey Bojev, wiki: rainbowsix
, team: , id: FluffyBoiz, name: Vorraphat Watthanet, wiki: rainbowsix
, team: , id: Flux, name: , wiki: rainbowsix
, team: , id: Fonkers, name: Aku Seppu00e4, wiki: rainbowsix
, team: , id: Foxtrot, name: Het Vora, wiki: rainbowsix
, team: , id: Foxtrot, name: Rafael Jacques, wiki: rainbowsix
, team: , id: FraO, name: Antonios Gkogkas, wiki: rainbowsix
, team: , id: Fraser, name: Fraser Johnstone, wiki: rainbowsix
, team: , id: Fratelli, name: Davide Federico, wiki: rainbowsix
, team: , id: Frazer Scully, name: Frazer Scully, wiki: rainbowsix
, team: , id: Frenchi, name: Paul Droal, wiki: rainbowsix
, team: , id: Fresh, name: Jack Thomas Allen, wiki: rainbowsix
, team: , id: Frieda, name: Toshiaki Kubota, wiki: rainbowsix
, team: , id: GG Newii, name: Pongsirawit Sataman, wiki: rainbowsix
, team: , id: Gabrilos, name: Gabriel Calixto, wiki: rainbowsix
, team: , id: GamingOhs, name: Juan Luqueu00f1o, wiki: rainbowsix
, team: , id: Gemi Teacher, name: Yoonho Choi, wiki: rainbowsix
, team: , id: Geo, name: Geo Collins, wiki: rainbowsix
, team: , id: GerryTheMusicMan, name: Gerry Brazell, wiki: rainbowsix
, team: , id: GhOsT RiddLe, name: , wiki: rainbowsix
, team: , id: Ghostie, name: Jennifer Stanford, wiki: rainbowsix
, team: , id: GhxsT, name: Jason Luu, wiki: rainbowsix
, team: , id: Goldenboy, name: Alex Mendez, wiki: rainbowsix
, team: , id: Gotcha, name: Aaron Chung, wiki: rainbowsix
, team: , id: Great, name: Michael Walls, wiki: rainbowsix
, team: , id: Grissom, name: Luke Halliburton, wiki: rainbowsix
, team: , id: Grzegorzu, name: Grzegorz Cebula, wiki: rainbowsix
, team: , id: GunHavoK, name: Edwin Velasquez, wiki: rainbowsix
, team: , id: GurmyWormy, name: Gurman Bains, wiki: rainbowsix
, team: , id: Guzz, name: Michael Gurrie, wiki: rainbowsix
, team: , id: HAFUM, name: Jieun Lee, wiki: rainbowsix
, team: , id: Haneol Park, name: , wiki: rainbowsix
, team: , id: Hansen, name: Jean-Baptiste Mace, wiki: rainbowsix
, team: , id: HanzT, name: Jan Endrych, wiki: rainbowsix
, team: , id: Harris, name: Ihno Kampen, wiki: rainbowsix
, team: , id: Harry, name: Juan Hernu00e1ndez, wiki: rainbowsix
, team: , id: HasibWantsPeace, name: Hasib Arman, wiki: rainbowsix
, team: , id: Havik, name: , wiki: rainbowsix
, team: , id: Heaavens, name: Raphau00ebl Trinel, wiki: rainbowsix
, team: , id: Heavy, name: Matias Arrazola, wiki: rainbowsix
, team: , id: Henru, name: , wiki: rainbowsix
, team: , id: Hife, name: Vincent Finkenwirth, wiki: rainbowsix
, team: , id: Howard, name: Hyunwoo Jeong, wiki: rainbowsix
, team: , id: Hunter, name: Michael Arfanotti, wiki: rainbowsix
, team: , id: Hyena, name: Kian Mozayani, wiki: rainbowsix
, team: , id: Iluzjonist, name: Kevin Martu00edn, wiki: rainbowsix
, team: , id: Infernosis, name: Scott Hurley, wiki: rainbowsix
, team: , id: InfianEwok, name: Shikhar Gupta, wiki: rainbowsix
, team: , id: InfinityG7, name: Gerardo Rodriguez, wiki: rainbowsix
, team: , id: IntacT, name: Vitor Janz, wiki: rainbowsix
, team: , id: Interro, name: Parker Mackay, wiki: rainbowsix
, team: , id: IqueGMK, name: Luiz Monclar, wiki: rainbowsix
, team: , id: JKR, name: James Boland, wiki: rainbowsix
, team: , id: JNhan, name: Justin Nhan, wiki: rainbowsix
, team: , id: JP, name: Jou00e3o Teixeira, wiki: rainbowsix
, team: , id: JPR, name: Josu00e9 Rodriguez, wiki: rainbowsix
, team: , id: Jacki Jing, name: Jacki Jing, wiki: rainbowsix
, team: , id: Jacky, name: Jack Peters, wiki: rainbowsix
, team: , id: JaekDow, name: Yeongjin Jeon, wiki: rainbowsix
, team: , id: Jager, name: Joaquin Mazas, wiki: rainbowsix
, team: , id: Jak2oO, name: Oleg Porotnikov, wiki: rainbowsix
, team: , id: Jakub, name: Jakub Szmyt, wiki: rainbowsix
, team: , id: JamSuHwan, name: , wiki: rainbowsix
, team: , id: JamesBoy, name: , wiki: rainbowsix
, team: , id: Jango, name: Gustavo Jango, wiki: rainbowsix
, team: , id: Janixs, name: Janis Linins, wiki: rainbowsix
, team: , id: Jayv, name: Gayan Bandaranayake, wiki: rainbowsix
, team: , id: Jazzman, name: Adam Jasim, wiki: rainbowsix
, team: , id: Jcz, name: Jack Conner, wiki: rainbowsix
, team: , id: Jess, name: Jessica Bolden, wiki: rainbowsix
, team: , id: Jess Brohard, name: Jessica Brohard, wiki: rainbowsix
, team: , id: Jesse Chick, name: Jesse Chick, wiki: rainbowsix
, team: , id: JiN, name: Mateusz Romanowski, wiki: rainbowsix
, team: , id: JinxedOwl, name: Daniel Karlsen, wiki: rainbowsix
, team: , id: Jlad, name: , wiki: rainbowsix
, team: , id: JoT4, name: Josu00e9 Ortiz, wiki: rainbowsix
, team: , id: Joe Pino, name: Diego Chaer, wiki: rainbowsix
, team: , id: JoeyG, name: Joe Lanciana, wiki: rainbowsix
, team: , id: Joghurtzz, name: Nolan Crouzery, wiki: rainbowsix
, team: , id: Jolten, name: Matthew Valoroso, wiki: rainbowsix
, team: , id: Jonitr, name: Joni Tu00f6rru00f6, wiki: rainbowsix
, team: , id: Ju Pu00f3ca, name: Juliane Pu00f3ca, wiki: rainbowsix
, team: , id: Judge, name: Robert Reu010diu0107, wiki: rainbowsix
, team: , id: Jugger, name: Jordan Stoneham, wiki: rainbowsix
, team: , id: JungGoon, name: Junghyun Lee, wiki: rainbowsix
, team: , id: JustRyuk, name: Mauro Barone, wiki: rainbowsix
, team: , id: Justin, name: Justin Ponce de Leon, wiki: rainbowsix
, team: , id: Juu, name: Julia Brito, wiki: rainbowsix
, team: , id: KNET, name: Byunghyun An, wiki: rainbowsix
, team: , id: KRYP, name: Ivan Mendez, wiki: rainbowsix
, team: , id: KRiiSKO, name: Christopher Caccia, wiki: rainbowsix
, team: , id: KSiiX, name: Josselyn Le Guilloux, wiki: rainbowsix
, team: , id: Kalenski, name: Jimi Kallioinen, wiki: rainbowsix
, team: , id: Kanine, name: Ozgur Alturk, wiki: rainbowsix
, team: , id: Kanserix, name: Jorge Azubel, wiki: rainbowsix
, team: , id: Kantoraketti, name: Juhani Toivonen, wiki: rainbowsix
, team: , id: Kedos, name: Nicolas Leflochmoan, wiki: rainbowsix
, team: , id: Kef, name: Kevin Calderon, wiki: rainbowsix
, team: , id: Keglunneq, name: Max Tompkins, wiki: rainbowsix
, team: , id: Keittiu00f6mestari, name: Riku Pu00f6ytu00e4kivi, wiki: rainbowsix
, team: , id: KemicaL, name: Yuki Yamaga, wiki: rainbowsix
, team: , id: KenZ, name: Trevor D. Kenzie, wiki: rainbowsix
, team: , id: Kenody, name: Ody, wiki: rainbowsix
, team: , id: KhaZiX, name: Sangjune Han, wiki: rainbowsix
, team: , id: Kicked, name: Adithya Aulia, wiki: rainbowsix
, team: , id: Killer, name: , wiki: rainbowsix
, team: , id: Killhungry, name: , wiki: rainbowsix
, team: , id: Kim Do-geun, name: Kim Do-geun, wiki: rainbowsix
, team: , id: KingGeorge, name: George Kassa, wiki: rainbowsix
, team: , id: KingLio, name: Cody Andrews, wiki: rainbowsix
, team: , id: KingSt4r, name: Matheus Fillipe, wiki: rainbowsix
, team: , id: Kira, name: , wiki: rainbowsix
, team: , id: Kivvi, name: Julien Serrier, wiki: rainbowsix
, team: , id: Kngz, name: Connor Wickham, wiki: rainbowsix
, team: , id: Korben, name: Anton Tulbu, wiki: rainbowsix
, team: , id: Kori, name: Nicholas Chin Weijie, wiki: rainbowsix
, team: , id: Kozak, name: Tanguy Picavet, wiki: rainbowsix
, team: , id: KraTyr, name: Devin Hoot, wiki: rainbowsix
, team: , id: Krazy, name: Giuliano Solon, wiki: rainbowsix
, team: , id: Kripps, name: Christoffer Brushane, wiki: rainbowsix
, team: , id: Krunch, name: Benjamin Ploton, wiki: rainbowsix
, team: , id: Krusher, name: Tommy Samuel, wiki: rainbowsix
, team: , id: Kurt, name: Jesus Saccsara, wiki: rainbowsix
, team: , id: Kxhz, name: Steven Periard, wiki: rainbowsix
, team: , id: LAN, name: Ian Seaton, wiki: rainbowsix
, team: , id: LGS, name: Lucca Gonu00e7alves Santucci, wiki: rainbowsix
, team: , id: LNOEE, name: , wiki: rainbowsix
, team: , id: LabyRinth, name: Youhyeon Do, wiki: rainbowsix
, team: , id: Lacky, name: Ryan Stapley, wiki: rainbowsix
, team: , id: Lags, name: Marc Lagestee, wiki: rainbowsix
, team: , id: Lanf3ust, name: Philippe Rivain, wiki: rainbowsix
, team: , id: Lapla, name: Minori Kataoka, wiki: rainbowsix
, team: , id: Larinha, name: Lara Estevan, wiki: rainbowsix
, team: , id: Lay, name: Lays Doza, wiki: rainbowsix
, team: , id: Laz4rz, name: Mikou0142aj Borou0144ski, wiki: rainbowsix
, team: , id: Lazzo, name: Lasse Klie, wiki: rainbowsix
, team: , id: LeGnO, name: Alejandro Gonzu00e1lez, wiki: rainbowsix
, team: , id: Lethal, name: Harry Thomas, wiki: rainbowsix
, team: , id: LethalGamage, name: Bradley, wiki: rainbowsix
, team: , id: LiFe, name: Francesco Caforio, wiki: rainbowsix
, team: , id: Linkin Pick, name: , wiki: rainbowsix
, team: , id: LioN, name: Daniel Gonzu00e1lez, wiki: rainbowsix
, team: , id: Lion, name: Yacin Benaziza, wiki: rainbowsix
, team: , id: Lipezord, name: Luiz Filipe, wiki: rainbowsix
, team: , id: Literose, name: Vee Kohler, wiki: rainbowsix
, team: , id: Litmuss, name: Jonathan Gan, wiki: rainbowsix
, team: , id: Liven, name: Gau00ebl Gruyere, wiki: rainbowsix
, team: , id: Loaf, name: Jessica Byrd, wiki: rainbowsix
, team: , id: Lockarth, name: Gau00ebtan Fertu00e9, wiki: rainbowsix
, team: , id: Lord, name: Angel Rodru00edguez, wiki: rainbowsix
, team: , id: LordChanka, name: Valentino Allegri, wiki: rainbowsix
, team: , id: Lowww, name: , wiki: rainbowsix
, team: , id: Lua, name: Alejandro Su00e1nchez, wiki: rainbowsix
, team: , id: Luiz, name: Lou00efc Langlais, wiki: rainbowsix
, team: , id: LukeeR, name: Luke Ramires, wiki: rainbowsix
, team: , id: M1stakers, name: , wiki: rainbowsix
, team: , id: MC, name: Michael Campagna, wiki: rainbowsix
, team: , id: MEG4, name: Jonatas Gomes da Silva, wiki: rainbowsix
, team: , id: MIINNYMOUSE, name: , wiki: rainbowsix
, team: , id: MSSS, name: Mohammed Alghamdi, wiki: rainbowsix
, team: , id: MXKX, name: Marco Varas, wiki: rainbowsix
, team: , id: Madskills, name: Rakan, wiki: rainbowsix
, team: , id: MaeQ, name: , wiki: rainbowsix
, team: , id: Maestro, name: , wiki: rainbowsix
, team: , id: Magic, name: Oskar Skowronek, wiki: rainbowsix
, team: , id: MahMan, name: Sam Pak, wiki: rainbowsix
, team: , id: Maia, name: Gabriel Maia, wiki: rainbowsix
, team: , id: Manic, name: Robert Munday, wiki: rainbowsix
, team: , id: Mapache Verde, name: , wiki: rainbowsix
, team: , id: Maple Games, name: Gabriel Sintora, wiki: rainbowsix
, team: , id: MarcoPolo, name: , wiki: rainbowsix
, team: , id: Mas, name: Tomas Pansini, wiki: rainbowsix
, team: , id: Masdemort, name: Vincent Masdebail, wiki: rainbowsix
, team: , id: Matt Andrews, name: Matt Andrews, wiki: rainbowsix
, team: , id: Maze, name: Ted, wiki: rainbowsix
, team: , id: MeDVeD, name: Alexander Kozlov, wiki: rainbowsix
, team: , id: Meadzzz, name: Ben Mead, wiki: rainbowsix
, team: , id: Meijin, name: Chatchaphong Thipphayaworn, wiki: rainbowsix
, team: , id: Meligeni, name: Andru00e9 Santos, wiki: rainbowsix
, team: , id: Microkw, name: Rodrigo Maza, wiki: rainbowsix
, team: , id: Milosh, name: Ghassan Finge, wiki: rainbowsix
, team: , id: Mireles, name: Brandon Mireles, wiki: rainbowsix
, team: , id: Mocho, name: Shohei Kameya, wiki: rainbowsix
, team: , id: Modigga, name: Morquis Hribar, wiki: rainbowsix
, team: , id: Mohamad, name: Lucas Mohamad, wiki: rainbowsix
, team: , id: Monkeyfist, name: Sam Royals, wiki: rainbowsix
, team: , id: MonteCristo, name: Christopher Mykles, wiki: rainbowsix
, team: , id: Moose, name: , wiki: rainbowsix
, team: , id: Mr Reborn, name: Anirudh Bommina, wiki: rainbowsix
, team: , id: MrBox, name: Michele Scattola, wiki: rainbowsix
, team: , id: MrPopo, name: Sean Hamilton, wiki: rainbowsix
, team: , id: Muesli, name: , wiki: rainbowsix
, team: , id: Muhcreedy, name: Adam Maskrey, wiki: rainbowsix
, team: , id: Myss1, name: Myllena Almeida, wiki: rainbowsix
, team: , id: N1ghtEnd, name: Yaroslav Klochko, wiki: rainbowsix
, team: , id: NINEFACE9, name: Runnaphat Siriwatthanarat, wiki: rainbowsix
, team: , id: Naath, name: Nathalia Penteado, wiki: rainbowsix
, team: , id: Naigal7, name: Jose Rodru00edguez, wiki: rainbowsix
, team: , id: Naul, name: , wiki: rainbowsix
, team: , id: Necrox, name: Ammar Albanna, wiki: rainbowsix
, team: , id: Nefu, name: Bastiu00e1n Pezoa, wiki: rainbowsix
, team: , id: Neilyo, name: Inyeop Lee, wiki: rainbowsix
, team: , id: NeophyteR, name: Daniel An, wiki: rainbowsix
, team: , id: Neptunez, name: Scott Webber, wiki: rainbowsix
, team: , id: Nero, name: Juyoung Jung, wiki: rainbowsix
, team: , id: NesT, name: Nestor Mondria, wiki: rainbowsix
, team: , id: Neverswimalone, name: , wiki: rainbowsix
, team: , id: Next1, name: Arif Keskin, wiki: rainbowsix
, team: , id: Nfty, name: Chase Perdue, wiki: rainbowsix
, team: , id: Nia, name: Fu Kuan Chun, wiki: rainbowsix
, team: , id: NoG, name: Steve Desjardins, wiki: rainbowsix
, team: , id: Noel, name: Noel Garberi, wiki: rainbowsix
, team: , id: NoerA, name: Nou00e9 Hassen, wiki: rainbowsix
, team: , id: Noted, name: Vinu00edcius Mancinni, wiki: rainbowsix
, team: , id: Nova, name: , wiki: rainbowsix
, team: , id: Novag3x, name: Nahuel Taier, wiki: rainbowsix
, team: , id: OSKAMOSKA, name: Oskari Huikko, wiki: rainbowsix
, team: , id: Oasis, name: Tyler McLean, wiki: rainbowsix
, team: , id: Ocho, name: Logan Enxel, wiki: rainbowsix
, team: , id: Okamoto, name: Shu Okamoto, wiki: rainbowsix
, team: , id: Okayama, name: Kazuya Okayama, wiki: rainbowsix
, team: , id: Okward1HP, name: Matthew Smedley, wiki: rainbowsix
, team: , id: Optyk, name: Mark Kaudyk, wiki: rainbowsix
, team: , id: Oraghon, name: Alexander Bolsun, wiki: rainbowsix
, team: , id: Overseer, name: Sai Raj Mambeti, wiki: rainbowsix
, team: , id: P3NG, name: Ryan Knierim, wiki: rainbowsix
, team: , id: PARAA, name: Christian Can, wiki: rainbowsix
, team: , id: PWN3F, name: Zahar Sinyavcev, wiki: rainbowsix
, team: , id: Palamidas, name: Daniel Palamidese, wiki: rainbowsix
, team: , id: PandaRoux, name: Luca servais, wiki: rainbowsix
, team: , id: Pandex, name: Gustavo Toriani, wiki: rainbowsix
, team: , id: Panix, name: Dimitri de Longeaux, wiki: rainbowsix
, team: , id: Panky, name: Christopher Pankhurst, wiki: rainbowsix
, team: , id: Park Dong-min, name: Park Dong-min, wiki: rainbowsix
, team: , id: Paul, name: Wang Bo, wiki: rainbowsix
, team: , id: Peak, name: Luca Lotti, wiki: rainbowsix
, team: , id: Perseus, name: , wiki: rainbowsix
, team: , id: Peter, name: Peter Chau, wiki: rainbowsix
, team: , id: PiXeL, name: Muteeb Chaudary, wiki: rainbowsix
, team: , id: Pie, name: Ellis Pyart, wiki: rainbowsix
, team: , id: Pimen, name: Yuka Sawaura, wiki: rainbowsix
, team: , id: Piscacho, name: , wiki: rainbowsix
, team: , id: PoPet, name: Pu00e9ter Pozsgai, wiki: rainbowsix
, team: , id: Police, name: Alessandro Selmo, wiki: rainbowsix
, team: , id: Poseidon, name: Gru00e9gory Maisonneuve, wiki: rainbowsix
, team: , id: Poseidon, name: Sudwipto Mondal, wiki: rainbowsix
, team: , id: Powerful, name: Charlie Brown, wiki: rainbowsix
, team: , id: Pox, name: Seth Johnson, wiki: rainbowsix
, team: , id: Ppiippeee, name: Felipe Guerra, wiki: rainbowsix
, team: , id: Primal, name: Kevin Legros, wiki: rainbowsix
, team: , id: Primary, name: , wiki: rainbowsix
, team: , id: Prophecy, name: Isiah Jackson, wiki: rainbowsix
, team: , id: Prox, name: Mark Johnstone, wiki: rainbowsix
, team: , id: PrydzZ, name: Karlo Wenz, wiki: rainbowsix
, team: , id: Punjistick, name: Derek Mallon, wiki: rainbowsix
, team: , id: Q6z., name: , wiki: rainbowsix
, team: , id: QrTz, name: Alexandre Moranta, wiki: rainbowsix
, team: , id: Quaal, name: Jordan Leroy, wiki: rainbowsix
, team: , id: Quadzy, name: Zeb Esser, wiki: rainbowsix
, team: , id: Quantic, name: Harri Hong, wiki: rainbowsix
, team: , id: QuixeLL, name: Hatim, wiki: rainbowsix
, team: , id: RRGeneral, name: Alex Granatowicz, wiki: rainbowsix
